repo,commit_sha,full_message
flutter,4967a94cd907f74b5090e960a3753a2aff4b7d47,"Fix Flutter `README.md` image sources (#146430)

fixes [Some images show ""404 - page not found"" in Flutter `README.md` ](https://github.com/flutter/flutter/issues/146419)

These images had their sources updated in https://github.com/flutter/website/pull/10336

### Before
![Screenshot 2024-04-08 at 18 19 30](https://github.com/flutter/flutter/assets/48603081/56549762-b7c8-41a1-89db-cd45cd98b35a)

### After
![Screenshot 2024-04-08 at 18 19 23](https://github.com/flutter/flutter/assets/48603081/35d5772f-1144-4166-99cb-fded79550762)"
flutter,de97a05095cca5fd923d2f911c27aa5586a23e2e,"Update PR template for dart fix (#143879)

I don't know if this is feasible, but figured it was worth seeing.
Often times dart fixes are forgotten as part of the code review process.
I know some people ignore the PR template, but considered maybe a mention was warranted.

I've made the change reflected below:"
flutter,a8cb8af857ab84c4108ad4cdaa124f8e2fb564f2,"Added newline at end of `.gitignore` files (#141270)

Added missing required newline at end of some `.gitignore` files. All other `.gitignore` files ends with a newline except the changed ones, hence the PR.

> *List which issues are fixed by this PR. You must list at least one issue. An issue is not required if the PR fixes something trivial like a typo.*

**Not listing any issues because of trivial fixes as mentioned above.**"
flutter,e8436970e6e0471782bc27cd5664999fff755d77,"Gen l10n add named argument option (#138663)

Add an option to use named argument for generated method.

Fix #116308"
flutter,49edbc7491b017b0a4710b78d637cfbfb71507b7,"Add Flutter CI status to README (#140513)

https://github.com/flutter/flutter/issues/140460

Follow up to https://github.com/flutter/flutter/pull/140461"
flutter,d46a8afc1a53790c21c17b2d7342853b4ae1f5b1,"Add Lucas Saudon to AUTHORS (#139965)

Reference: [author:lsaudon](https://github.com/flutter/flutter/issues?q=author%3Alsaudon)"
flutter,11def8eff45582ff7613f96ea769df0fcff4bd9f,"Update README.md (#140382)

Update the ""fast results"" subsection of readme with recent developments.

## Pre-launch Checklist

- [x] I read the [Contributor Guide] and followed the process outlined
there for submitting PRs.
- [x] I read the [Tree Hygiene] wiki page, which explains my
responsibilities.
- [x] I read and followed the [Flutter Style Guide], including [Features
we expect every widget to implement].
- [x] I signed the [CLA].
- [x] I listed at least one issue that this PR fixes in the description
above.
- [x] I updated/added relevant documentation (doc comments with `///`).
- [x] I added new tests to check the change I am making, or this PR is
[test-exempt].
- [x] All existing and new tests are passing.

If you need help, consider asking for advice on the #hackers-new channel
on [Discord].

<!-- Links -->
[Contributor Guide]:
https://github.com/flutter/flutter/wiki/Tree-hygiene#overview
[Tree Hygiene]: https://github.com/flutter/flutter/wiki/Tree-hygiene
[test-exempt]:
https://github.com/flutter/flutter/wiki/Tree-hygiene#tests
[Flutter Style Guide]:
https://github.com/flutter/flutter/wiki/Style-guide-for-Flutter-repo
[Features we expect every widget to implement]:
https://github.com/flutter/flutter/wiki/Style-guide-for-Flutter-repo#features-we-expect-every-widget-to-implement
[CLA]: https://cla.developers.google.com/
[flutter/tests]: https://github.com/flutter/tests
[breaking change policy]:
https://github.com/flutter/flutter/wiki/Tree-hygiene#handling-breaking-changes
[Discord]: https://github.com/flutter/flutter/wiki/Chat

---------

Co-authored-by: Parker Lougheed <parlough@gmail.com>"
flutter,7b0bfa8c61d47a8f16560f71c553d9025e81e221,"Eliminate Cirrus build status badge (#140461)

We have no tasks running on Cirrus any more. This eliminates the ""Build
Status - Cirrus"" badge/link as well as the ""Build status"" link
reference, which was unused.

@CaseyHillers has filed a bug to add a Cocoon endpoint to replace it:
https://github.com/flutter/flutter/issues/140460

## Pre-launch Checklist

- [X] I read the [Contributor Guide] and followed the process outlined
there for submitting PRs.
- [X] I read the [Tree Hygiene] wiki page, which explains my
responsibilities.
- [X] I read and followed the [Flutter Style Guide], including [Features
we expect every widget to implement].
- [X] I signed the [CLA].
- [X] I listed at least one issue that this PR fixes in the description
above.
- [X] I updated/added relevant documentation (doc comments with `///`).
- [ ] I added new tests to check the change I am making, or this PR is
[test-exempt].
- [X] All existing and new tests are passing.

If you need help, consider asking for advice on the #hackers-new channel
on [Discord].

<!-- Links -->
[Contributor Guide]:
https://github.com/flutter/flutter/wiki/Tree-hygiene#overview
[Tree Hygiene]: https://github.com/flutter/flutter/wiki/Tree-hygiene
[test-exempt]:
https://github.com/flutter/flutter/wiki/Tree-hygiene#tests
[Flutter Style Guide]:
https://github.com/flutter/flutter/wiki/Style-guide-for-Flutter-repo
[Features we expect every widget to implement]:
https://github.com/flutter/flutter/wiki/Style-guide-for-Flutter-repo#features-we-expect-every-widget-to-implement
[CLA]: https://cla.developers.google.com/
[flutter/tests]: https://github.com/flutter/tests
[breaking change policy]:
https://github.com/flutter/flutter/wiki/Tree-hygiene#handling-breaking-changes
[Discord]: https://github.com/flutter/flutter/wiki/Chat"
flutter,5ae1baeb9770840725d1b41c2ca106f60cc86abb,"Add mhbdev to AUTHORS (#138311)

Reference: [author:mhbdev](https://github.com/flutter/flutter/issues?q=author%3Amhbdev)"
flutter,398590fe44e54c4abdb7efca27fbaaac239ef49b,"Add a DevTools section to CONTRIBUTING.md (#137193)

Mirrored change in the .github/ repo: https://github.com/flutter/.github/pull/34"
flutter,76ef7af96826193e9c2c576e46bc112477a5421d,"Provide exception for listing an issue. (#137092)

Latest example of an issue about a typo: https://github.com/flutter/flutter/issues/137080. I don't think these are helpful, so we shouldn't be encouraging people to file these in order to submit a PR to fix 'em."
flutter,0b540a87f1be9a5bb7e550c777dfe5221c53a112,"Applied the logo to the Discord badge. (#134339)

Before
<img width=""414"" alt=""image"" src=""https://github.com/flutter/flutter/assets/90010509/af386804-a8a2-43b9-a7fd-6e79df400734"">

After

<img width=""412"" alt=""image"" src=""https://github.com/flutter/flutter/assets/90010509/5e289946-7690-414a-8ff0-9abeb861842b"">"
flutter,0a092daa22217c98cb4e3da8241f48e793d5df23,"Add Sabin Neupane to AUTHORS (#131237)

Reference: [author:sabin26](https://github.com/flutter/flutter/issues?q=author%3Asabin26)"
flutter,236a131cff5373a628ab52629bd8e357d3ce4931,"update link to good first issues (#130759)

Today (Jul 17, 2023), I renamed the `good first contribution` label to `good first issue`. This is because
1) `good first issue` is more commonly used for this intent across GitHub and and thus may be (ever so slightly) more recognizable to potential new contributors, and, more importantly,
2) GitHub recognizes the label `good first issue` when surfacing good first issues in specific places in GitHub[^1].

This PR updates Contributing.md to match the new name.

`grep` did not find any other references to `good first contribution` to update in this repo.

[^1]: [Source (GitHub docs)](https://docs.github.com/en/communities/setting-up-your-project-for-healthy-contributions/encouraging-helpful-contributions-to-your-project-with-labels). Example: https://github.com/flutter/flutter/contribute. If my vague memory serves me correctly, this can also appear in certain emails or the ""discovery queue""-type experience that GitHub provides."
flutter,a1db2fe3bf33c74199e8a136b6c03e8fe081ab37,Update list of CoC contacts. (#130630)
flutter,3c61b9d834c7f0e5f221d7c9f316261e904d95a3,add link to design doc wiki page (#127442)
flutter,883b06666fee3ec9e2e117b386af3a144e83ce12,"Add myself to AUTHORS (#127298)

I made a few contributions.
-
[flutter/flutter](https://github.com/flutter/flutter/issues?q=author%3ALinXunFeng)
-
[flutter/engine](https://github.com/flutter/engine/pulls?q=author%3ALinXunFeng)"
flutter,7815699de103c1ee6096cc29a0b9c1559c2b735c,"add slsa l1 badge (#125932)

Adds SLSA L1 badge"
flutter,e2a204601428b5d62669c748947c7b8bf3f49f66,"Update to add Kim Jiun to `AUTHORS` (#125026)

Adding my name (Kim Jiun) to Authors.

REF : https://github.com/flutter/flutter/pull/91496
Thanks!"
flutter,0ac1813b16e42dd95e2ee88623d66b9c499f0221,"Add Harish Anbalagan to AUTHORS (#124684)

Adding my name (Harish Anbalagan) to Authors."
flutter,bd524d9c1dc93c69ca8e041505aadcc722df785b,"Add Mike Rydstrom to AUTHORS (#124561)

Add Mike Rydstrom to AUTHORS"
flutter,88d16751d1885828da206b4834ea544eee8800aa,"Add Bartek Pacia to AUTHORS (#123268)

Add myself to AUTHORS"
flutter,02650cdba5bc41335094a7fec46f7c396215d9cd,"Update AUTHORS (#123266)

Update AUTHORS"
flutter,98a3055010287bdc23782ff18741e9fc9c382c67,"Add documentation saying that people can add themselves to the AUTHORS file (#123061)

Add documentation saying that people can add themselves to the AUTHORS file"
flutter,3681b27a47ab713e6903b2208b46db5dcb49d60a,"Fix DataCell overflows when cell height is large by adding dataRowMinHeight, dataRowMaxHeight props. (#114338)

* Fix DataCell overflows when cell height is large by adding dataRowMinHeight, dataRowMaxHeight props.

* Fix DataCell overflows when cell height is large by adding dataRowMinHeight, dataRowMaxHeight props - add tests.

* Fix analysis errors

* Review changes.

* Add asserts for dataRowMinHeight and dataRowMaxHeight

* Add asserts for dataRowMinHeight and dataRowMaxHeight

* Make dataRowHeight a computed getter

* Remove get only dataRowHeight from hashCode...

* Update deprecated after

* Add new line at end of AUTHORS

* Apply suggestions from code review

* Update packages/flutter/test/material/data_table_test.dart

---------

Co-authored-by: Kate Lovett <katelovett@google.com>"
flutter,4ad47fb470590194fd0b4dd8f5332b670db56552,"Fix `StretchingOverscrollIndicator` not handling directional changes correctly (#116548)

* Fix overscroll behaviour of `StretchingOverscrollIndicator` on directional change while scrolling

* Remove trailing spaces

* Change naming of `_StretchDirection` values to `trailing` and `leading`

* Remove trailing space

* Apply suggestions from code review

* Fix stretching overscroll indicator direction on fling

* Fix issue when changing direction while recede animation is playing

* Remove trailing space

* Add test for changing direction during recede animation"
flutter,aed9b4adce2f8301469b242e74a9e9dea8a9da66,"Revert ""Revert ""Fix unable to find bundled Java version (#119244)"" (#119981)"" (#120107)

This reverts commit f7c2bd05f0167f9d9c8cc4e96f10dfc7a6a7c848."
flutter,f7c2bd05f0167f9d9c8cc4e96f10dfc7a6a7c848,"Revert ""Fix unable to find bundled Java version (#119244)"" (#119981)

This reverts commit 57fd50f84e013146ecfe40a3c77f8b0499bf59da."
flutter,57fd50f84e013146ecfe40a3c77f8b0499bf59da,Fix unable to find bundled Java version (#119244)
flutter,edb571e49b4716ca2552c5fe2593ae31fc09b9c3,"Update README.md (#118803)

This updates the OSSF scorecards link to a more readable page detailing the scorecards information"
flutter,ef40e3ea6f1fb6fa9a968c97d88bc5d70ed35156,"Add `CupertinoSliverNavigationBar` large title magnification on over scroll (#110127)

* Add magnification of CupertinoSliverNavigationBar large title

* Fix padding in maximum scale computation

* Apply magnification by using RenderBox

* Do not pass key to the superclass constructor

* Use `clampDouble` instead of `clamp` extension method

* Remove trailing whitespaces to make linter happy

* Name test variables more precisely

* Move transform computation to `performLayout` and implement `hitTestChildren`

* Address comments

* Address comments

* Address comments

* Update comment about scale

* Fix hit-testing

* Fix hit-testing again

* Make linter happy

* Implement magnifying without using LayoutBuilder

* Remove trailing spaces

* Add hit-testing of the large title

* Remove whitespaces

* Fix scale computation and some tests

* Fix remaining tests

* Refactor and fix comments

* Update comments"
flutter,a8b36c7da41f8a89c109c1ecc24164c9a37cf332,"Fix windows version validator under Chinese (#116282)

* Fix windows version validator under Chinese

* Update authors

* Update RegExp to reduce groups

* Add a trailing newline"
flutter,563e0a4aae3640f0bee2bf41d8e6ce486b790e46,Page Up / Page Down in text fields (#107602)
flutter,28e0f089a227e786faf629500a4c63f549c9224f,"Reland ""[text_input] introduce TextInputControl"" (#113758)"
flutter,9064bf674b544a8d472ee231cb69b9f9b841d843,"Revert ""[text_input] introduce TextInputControl (#76072)"" (#113724)

This reverts commit 2fdfa29e081bb368bf11b6177e4e9bb7c8ad4d34."
flutter,f0c3e57b8ab945c938808cac483a82dba4b79b04,"Add coverage badge. (#113123)

We are finally generating coverage reports on post submit for the flutter repository.
This is adding the badge to the README file of the repository."
flutter,2fdfa29e081bb368bf11b6177e4e9bb7c8ad4d34,"[text_input] introduce TextInputControl (#76072)

Allows the creation of virtual in-app keyboards written in Flutter.  Especially useful for embedded environments."
flutter,8e30cc9c56bcecc6fd921764b8205d22b8a37fd9,Revert file naming convention of .aar files to support fuzzy matching in build.gradle (#112149)
flutter,bd8c86e62d9dcf6c99d4eb7dd9187f2febffa5e2,Add my name to authors list (#111522)
flutter,a9f8e0279b7c2366c01da6c25eb0c7d8875bbe57,"Typo error in CONTRIBUTING.md fixed (#111401)

I found a typo error in CONTRIBUTING.md and fixed it."
flutter,81fd386a7fdb97cd4a66a3ec2adb448a3b11e4c0,README improvements (#111383)
flutter,5fcd9c255eb3d0e9672d5467cdaa45d354388bf7,Update README.md (#109506)
flutter,9afc72337ff62e91198c175ec905ab064e21e6b6,Sync with https://github.com/flutter/.github/pull/13 (#108754)
flutter,c81eb0524e8f5902baf38c82551e91ec1d0d6add,Correct links and grammar in `README.md` (#108113)
flutter,0cf9d41fc968b804e363b0caf1176ae4b8af6785,"[flutter_driver] support send text input action (#106561)

* Support receive input action

* Fix error syntax

* Fix compile

* Add documents

* Add unit-test

* Update import

* Fixed unit-test and lint

* Add authors for me

* Fixed lint

* Fixed lint

* Add example

* Fixed lint

* Fix gen docs

* Revert code

* Remove flutter_dev

* Update packages/flutter_driver/lib/src/driver/driver.dart

Co-authored-by: Tong Mu <dkwingsmt@users.noreply.github.com>

* Update packages/flutter_driver/lib/src/common/action.dart

Co-authored-by: Tong Mu <dkwingsmt@users.noreply.github.com>

* Update packages/flutter_driver/lib/src/common/action.dart

Co-authored-by: Tong Mu <dkwingsmt@users.noreply.github.com>

* Rename ReceiveAction to SendTextInputAction

* Rename DriverTextInputAction to TextInputAction and fix unit-test

* Reorder import

* Remove space

* Reorder import

* Update text_input.dart

* Update flutter_driver_test.dart

* Update comment to normal comment after dart doc

* Update example

* Update AUTHORS

Co-authored-by: Tong Mu <dkwingsmt@users.noreply.github.com>

* Fix analyze

* Add type dart for example

* Add unit-test to check the same entries

Co-authored-by: Tong Mu <dkwingsmt@users.noreply.github.com>"
flutter,dc6a7812e96e6b997c7d69e8110768a71b04b004,Sync CONTRIBUTING.md with .github copy (#106677)
flutter,3c6719baf5afee5c46dfc8171e442c62b680435c,"Update README to respect GitHub site theme (#105189)

* Update README to respect GitHub site theme

GitHub recently added support for specifying an alternate appearance when the site is using a dark theme [(see the changelog)](https://github.blog/changelog/2022-05-19-specify-theme-context-for-images-in-markdown-beta/). I've implemented this here with download links from https://flutter.dev/brand.

* Change alt text"
flutter,606e91ad63d95f881be0c8035d6e3a8e4c66987e,Use the maven-publish plugin to publish AAR files. (#101891)
flutter,ff9d6e5e339fa3f8af64199f95bbfe5ecb2ddd4e,"Add more things to CONTRIBUTING.md (#101875)

* Add more things to CONTRIBUTING.md

* I forgot about QA!"
flutter,6190c5df09ee3aa42e87c1c4eae4373ea4f13e59,"Revert ""Use the maven-publish plugin to publish AAR files. (#101276)"" (#101827)

This reverts commit 2b0255f0d9f38f5671eaffe2438240ed048670cc."
flutter,2b0255f0d9f38f5671eaffe2438240ed048670cc,Use the maven-publish plugin to publish AAR files. (#101276)
flutter,eb8a47454c2dfea40a8cd1cbb0a4164cf1be7f81,Add link to good first contributions (#100938)
flutter,69a4b82b1c17d9906b5aa2e2dd42d90c80a2169d,"Add OpenSSF best practices badge. (#100496)

We are working towards following OpenSSF best practice recommendations
for flutter/flutter. This badge presents our current progress in this
effort."
flutter,f2646b1589ad048ae0dba422fed01559fae18474,Update semantics live region documentation (#99987)
flutter,42a81223147e364e113bcf2fb995fae66b0ca156,Mirror before scaling in _AnimatedIconPainter (#93312)
flutter,32122480b5cff211cb6cbe545d22d143af121f25,Update README (#97271)
flutter,ee6a693cde504d9db335344b0920b8c9e6f92896,chore(flutter_test): updated 'matchesGoldenFile' documentation (#96194)
flutter,9c231067117bd6bd5122de2babb31463b0f8e021,"Revert ""Support Scribble Handwriting"" (#96615)"
flutter,9490917408a5715ac7a02b1c27f86c089f9cafe6,Support Scribble Handwriting (#75472)
flutter,75e7e556e515a5816f72629fc577f6cc7b9b45fa,Links How to contribute to Flutter YouTube video (#96313)
flutter,818f5caf38a5502c93da33d54a827c169c747bf3,Update CODE_OF_CONDUCT.md (#94583)
flutter,01afd64bcc95ad0394211fd927bb045241da13b9,Implemented getter to expose current url strategy for web plugins (#90708)
flutter,ee241ec140e9cc62b190f518a5eebf238107f4e1,Add my name to authors (#90413)
flutter,e95b5c22ef8fb2e9ba11100b9c03ddbbb7d39f89,Update AUTHORS (#91477)
flutter,7214097f028b706a13cf3d694ec3d3cff2622139,add internal comment to point to .github repo (#91055)
flutter,c4f4c479e25ce5be9035a4fa6d94c79e0be8e238,Delete SECURITY.md (#91054)
flutter,c05d283be165986a6b03e8b61b8f84561936bc22,add internal comment to point to .github repo (#91052)
flutter,d2c8b623515588c3fa4a26d416ad07ffe9da284c,make Elevated&Outlined&TextButton support onHover&onFocus callback (#90688)
flutter,55185caeb8cbae59acff1b7911b2c73ed3f7acbc,"Now that the bot is cleverer, we can make the PR template clearer (#90414)"
flutter,a921c1cf3d2616704bcbb83ab13d89e39be0c97c,"Update AUTHORS (#90440)

* Update AUTHORS

* trigger checks"
flutter,f04b2665dd933e1bba0d0ca4a38dbbb71fea0475,Align both reflectly-hero & dart-diagram to the center. (#90060)
flutter,93de90bc26def268504be18ef8d756ad524c861b,"Revert ""Revert ""Fix computeMinIntrinsicHeight in _RenderDecoration (#87404)"" (#89667)"" (#89822)

Improve the layout/sizing of InputDecorator"
flutter,ff5dd54c6e2314e358d2e75d9c2c4fe24ed466d7,Mention the ToS on our README (#89765)
flutter,71a4c6f8e8c2ff1d199a2ca6efa2603f6785e74a,"Revert ""Fix computeMinIntrinsicHeight in _RenderDecoration (#87404)"" (#89667)

This reverts commit 5cf62e84451c23a8aa8c65d56b001913453f39d7."
flutter,5cf62e84451c23a8aa8c65d56b001913453f39d7,Fix computeMinIntrinsicHeight in _RenderDecoration (#87404)
flutter,334c95dbd919db697d849acad71a1d101d515181,"Fix README.md links (#89233)

* Update README.md

* Update README.md"
flutter,0ee45b8f1b2886d28c2c4ff42900172fb2ac4b16,"Revert ""Update README image links (#89221)"" (#89230)

This reverts commit 27c2f6046d353f12c25a1f01930bfc84a3ceec5e."
flutter,27c2f6046d353f12c25a1f01930bfc84a3ceec5e,"Update README image links (#89221)

* Update image links

* Update README.md"
flutter,d0bfe170bfe64ea05bbd2dba01477b076a2a23ed,Use `{{projectName}}` as BINARY_NAME and CMake project name in UWP template (#87859)
flutter,fcca654e60d5ba4c0c6290790a44b13f87b8b76b,updated readme.md (#84525)
flutter,6909c544d5ef4efefcca26d64c146532053168c5,"Don't synthesize primary pointer button unless buttons = 0 (#85808)

Some embeddings might send pointer events with buttons = 0x2 (right-click) for touch or stylus device kinds. If the primary button is synthesized for those events, they won't behave properly. Without this change it's not possible to trigger ""secondary tap"" events on a TapGestureRecognizer while using a stylus or on an iPad trackpad, since that recognizer will receive buttons = 0x3."
flutter,6b1f45ae4112c74ddf3a9c18cd8c35dad0892ef0,Fix link in SECURITY.md (#84877)
flutter,8ffe7c56d729a5b6ebbcf2de31ec790629e33a32,Fix painting material toggle (#78733) (#78744)
flutter,bce1706f1ca15248fb92d6000a8c4db3183a80b0,Fix watchOS build when  companion app is configured with xcode variable (#84519)
flutter,c8e5f4518f4bc32a68ed082126ae71a8e6191037,📛 Update AUTHORS (#83159)
flutter,5efddae62af26eb88fda3292167b46536ba4deac,Update AUTHORS (#83162)
flutter,2d283504e6a031a579aedcc59457bd14b5e50e9a,Add cold boot option to emulator launch command (#82647)
flutter,bccacfed3630c0bc795626113707dc82c96505e6,Fix problem with right-clicking on a right-to-left selection (#80186)
flutter,6c41398a70d5c7c32e6b32b2eaca2f18f2491c9c,Fix typo in scroll_activity.dart (#79771)
flutter,131f59f17ebbd9743bfe8786a6e3399dcd71b956,[flutter_tools] Avoid duplicated calls to l10n generation (#76066)
flutter,b0c99fbdb20f17e161f80ca58cd608608f37acd4,Update PULL_REQUEST_TEMPLATE.md (#76345)
flutter,4cc0ab2d193adca101ebab70d72cfd738d0ae63c,[flutter_tools] Add ARM64 Linux host and cross-building option support (#61221)
flutter,af0ea8c3db971ab4ade79a76fc9b1ae948d01360,Grammatical mistake on pull request template (#75096)
flutter,cd3246578df1a999602a2aac9c7f9a2489f88c02,Replace Gitter with Discord badge (#75893)
flutter,a4ae59ba89c74d88785a2e3bd41641000f460749,"Fix ""Support configurable hit test behavior on Draggable and DragTarget"" (#74047)"
flutter,c19fdad097dbaec1ab6d105e65b395b10bbd53ee,Fix typo resolved->reported in security.md (#73760)
flutter,d83134ae366e4b2e93c874f7a51260271d88c21a,Create SECURITY.md (#72557)
flutter,0e684d02b5fb1fb82e1fad8b078d07ceeb8efd5e,"[flutter_tools]fix typo in printHowToConsumeAar,which case sync fail (#71196)"
flutter,5b8c7c5dac25b2f0482a2428bcbba9e38485bf9e,Minor tweaks to CONTRIBUTING.md (#73375)
flutter,a8247e781bcf04f6c8725777eeec76525575de6a,Simplify the pull request template further. (#73376)
flutter,76903c691b080c404b2525169e06c788a6312f09,Flutter Logo for Dark Mode (#72016)
flutter,e118e1a623272f018b93a8c325f14d28faf77d23,fix #24469 and #67354 (#69668)
flutter,156be1d8941006c206792e188ae5a5fd1cb9a590,Update readme with link to breaking changes page of website. (#69427)
flutter,f03caeafa7b206770f8d98e4f43b8b4abf4d042b,Add useDeleteButtonTooltip property for Chip (#68237)
flutter,4a32e5246036370b6c2e6306d9e9a34a30ab411c,SpringDescription parameter for the AnimationController fling method (#65057)
flutter,1e180062aa17416053580c81953411c6373f0c38,"[flutter_tools] Support IntelliJ 2020.1 and later on Linux and Windows (#58853)

This PR will update IntelliJ IDEA/Community validation logic for 2020.1 and later on Linux and Windows."
flutter,db25441fd973d56e33f8ca7a2f3fdc37c34ce858,Update the cupertino picker visuals (#65501)
flutter,e122238c7aeed0b874d47f4b4166af876875c00c,Bug fix where MouseScrollWheel zoom in flutter-web does not execute onInteraction functions (#65313)
flutter,619eccd2e37debfca0abf15b2a5a12af7578c4b1,Fix negative usableCrossAxisExtent in release mode (#64441)
flutter,791ef56409efcca06b427287286ba3172f1a357c,Fix README typo (#62218)
flutter,7877d46c8bae37504229cc3cc73c716c189805f6,[CONTRIBUTING.md] adds Contributing to Flutter article link (#61517)
flutter,d41b1fbb509cd5f1376fdb0907f2201d0288f96d,"✒ Spell Check All `.md` Files Related to Flutter 💙 (#61564)

* 🐛 Fix Spelling Issues in Main README.md

* 🐛 Fix spelling issues in dev README.md

* 🐛 Fix spelling issues in complex_layout README.md

* 🐛 Fix spelling issues in macrobenchmarks README.md

* 🐛 Fix spelling issues in platform_views_layout README.md

* 🐛 Fix spelling issues in test_Apps/stocks README.md

* 🐛 Fix spelling issues in bots README.md

* ✒ Spell Check dev/ci README.md

* ✒ Spell Check dev/ci/docker_linux README.md

* ✒ Spell Check dev/devicelab README.md

* ✒ Spell Check dev/docs README.md

* ✒ Spell Check dev/snippets README.md

* ✒ Spell Check dev/snippets/config/templates README.md

* ✒ Spell Check dev/tools/gen_keycodes README.md

* ✒ Spell Check dev/tools/vitool README.md

* ✒ Spell Check examples/catalog README.md

* ✒ Spell Check examples/flutter_view README.md

* ✒ Spell Check examples/image_list README.md

* ✒ Spell Check examples/layers README.md

* ✒ Spell Check examples/platform_channel README.md

* ✒ Spell Check examples/platform_channel_swift README.md

* ✒ Spell Check examples/platform_view README.md

* ✒ Spell Check packages/_flutter_web_build_script README.md

* ✒ Spell Check packages/flutter_localizations README.md

* ✒ Spell Check packages/flutter_tools README.md

* ✒ Spell Check CODE_OF_CONDUCT.md

* ✒ Spell Check dev/integration_test/android_splash_screens/splash_Screen_load_rotate README.md

* ✒ Spell Check dev/integration_test/android_views README.md

* ✒ Spell Check dev/integration_tests/flutter_driver_screenshot_test README.md

* ✒ Spell Check dev/integration_tests/flutter_gallery README.md

* ✒ Spell Check dev/integration_tests/gradle_deprecated_settings README.md

* ✒ Spell Check dev/integration_tests/ios_add2app_life_cycle README.md

* ✒ Spell Check dev/integration_tests/ios_host_app README.md

* ✒ Spell Check dev/integration_tests/ios_platform_view_tests README.md

* ✒ Spell Check dev/automated_tests/flutter_test README.md

* ✒ Spell Check .github/PULL_REQUEST_TEMPLATE.md

* ✒ Spell Check .hithub/ISSUE_TEMPLATE/ACTIVATION.md

* ✒ Spell Check .github/ISSUE_TEMPLATE/BUG.md

* ✒ Spell Check .github/ISSUE_TEMPLATE/feature_request.md

* ✒ Spell Check .github/ISSUE_TEMPLATE/performance_others.md

* ✒ Spell Check .github/ISSUE_TEMPLATE/performance_speed.md

* ✒ Spell Check packages/flutter_tools/doc/daemon.md

* ✒ Spell Check packages/flutter_tools/fuchsia_enrtypoint_shim/README.md

* ✒ Minimize line to 80 columns

* ✒ Minimize line to 80 columns

* ✒ Fix Typo

* ✒ Chnaged numbers to 1 for testing purposes

* ✒ Changed numbers to 1 for testing purposes

* ❌ Remove 'a' which is a typo

* ✒ Change a sentence to be better

* ✒ Remove 'a' which is a typo

* ✒ Fix small issue

* ✒ Fix small typo

* ✒ Fix some typos

* ❌ Remove trailing space

* ❌ Remove trailing space

* 🐛 Fix small typo

* ✒ Fix Typo

* 🐛 Fix small bug"
flutter,60deae85463ceefd4f16b1821c0eb20236fd1655,Issues/58053 - Set default textBaseline to alphabetic in the Table widget (#60586)
flutter,ca713557d7177cc92cd7f8e1fdf6cb5593d43e5f,"New license page with fix for zero licenses. (#60552)

This amends #57588 by adding code that also handles the zero license case, and adds translation strings for that."
framework,2a37790510ede480e83a26155865a260a1dc64f0,Update CHANGELOG
framework,46b66aa9658a2cf1b41c707d41cbabc2ef33d940,Update CHANGELOG
framework,9927480220850da30c1bdc43353aeb6aa7002b7e,Update CHANGELOG
framework,c86346f6a265570c8728f194d87a5f31d70e5111,Update CHANGELOG
framework,aa0be9eed00223cdd7280a226670ca489d7f5d50,Update CHANGELOG
framework,2adc9b7ed1366aa11c720eeae0a0bbf4b8a132e0,Update CHANGELOG
framework,0a5f42b84d0a946b6bb1258fcca223dad7055786,Update CHANGELOG
framework,f880ec20247a962fd8b553f5049afe4125e9dac4,Update CHANGELOG
framework,382a6d5e5c0fca1f1e3d0bf54b46fe75a757ef7f,Update CHANGELOG
framework,f8cb952caa7b7c55d93e7b90a093710a35f9e7bc,Update CHANGELOG
framework,a70c6f8c4466a0dcfcbbe2d6be0b1f0447a6548f,Update CHANGELOG
framework,18b75334ab08d6f26c7694cdf16de4ea36eda7e4,Update CHANGELOG
framework,9dae5547915401d68c167c6a31c68a4902b7c0ef,Update CHANGELOG
framework,39fa0e9492393a607db23d5dd91f90f74666e474,Update CHANGELOG
framework,f9a96f7b5c3b5cce391d22cdc4cc3e3da9f2656a,Update CHANGELOG
framework,bcc92201ab6d786477fed578cc2e3ea4c4e1b093,Update CHANGELOG
framework,3557d14ef785401e9be64eb2dd3765d67c0a5dce,Update CHANGELOG
framework,32fb31d4ef210be888287aef5ce5eedfd9d49f08,Update CHANGELOG
framework,1a6198b50129dbbb3a77c620ce2098796739dacb,Update CHANGELOG
framework,7358937cbd9c952e3c3853c1f294a796e9f933fc,Update CHANGELOG
framework,56dc3e2672695e00526351d74454dfd4074d2a0e,Update CHANGELOG
framework,44e6a294e4441e9e3338008af0288979b3f677e8,Update CHANGELOG
framework,a784ef91fdae0c993317f4c7386bbe5ca42417df,Update CHANGELOG
framework,3faeb0726cb55b4f672bf549cc93b716545b84c2,Update CHANGELOG
framework,22f61b33090b57ab154e840752b0d2dbd0a7a3d7,Update CHANGELOG
framework,f5036188b8d225e86701c2079ad6b81a1c9b0579,Update CHANGELOG
framework,ff4f657ca9d9af36e021a67c6eeb97949a0e27d0,Update CHANGELOG
framework,25025b859bd44c054de51e06ed9d1b0a76ef8cb7,Update CHANGELOG
framework,454d1905050d4f62aba9e36f60f0e37215bc3f87,Update CHANGELOG
framework,84f017826b97f1927ce0fa7cf965ca52d3ebbb86,Update CHANGELOG
framework,7d77b0129956f60299a9337ce3fe4e2be0820b0a,Update CHANGELOG
